gene_id,average_length
ENSG00000112679.13,586.5
ENSG00000137265.13,1354.5
ENSG00000188996.4,837
ENSG00000164379.5,1212
ENSG00000137273.3,1335
ENSG00000054598.6,1662
ENSG00000112699.9,1074
ENSG00000124535.14,1960.5
ENSG00000021355.11,1140
ENSG00000170542.5,1131
ENSG00000124570.16,1115.25
ENSG00000124588.18,639
ENSG00000137275.12,1947
ENSG00000137274.11,850.5
ENSG00000137267.5,1338
ENSG00000137285.9,1338
ENSG00000168994.12,696
ENSG00000145945.5,978
ENSG00000112739.15,3024
ENSG00000145975.12,1527
ENSG00000198721.11,1140
ENSG00000153046.16,1557
ENSG00000214113.9,293.25
ENSG00000145982.10,1356
ENSG00000124785.7,468
ENSG00000124491.14,2199
ENSG00000112799.7,489
ENSG00000124783.11,759
ENSG00000124784.7,1707
ENSG00000096696.12,7717.5
ENSG00000168566.11,1020
ENSG00000153162.8,1542
ENSG00000239264.7,1137
ENSG00000188428.15,418.5
ENSG00000124802.10,472.5
ENSG00000124786.9,1158
ENSG00000137203.9,1306
ENSG00000111846.14,1207
ENSG00000111843.12,339
ENSG00000137210.12,342
ENSG00000111837.10,1805.25
ENSG00000197977.3,891
ENSG00000244476.2,1617
ENSG00000111859.15,1898.25
ENSG00000111863.11,720
ENSG00000078401.6,639
ENSG00000145990.9,828
ENSG00000124523.13,834
ENSG00000225921.5,774
ENSG00000010017.12,2190
ENSG00000180537.11,744
ENSG00000112149.8,529.5
ENSG00000008083.12,3483
ENSG00000047579.18,981
ENSG00000007944.13,1338
ENSG00000137198.8,1038
ENSG00000112183.13,608
ENSG00000112186.10,1296
ENSG00000137414.5,1242
ENSG00000124789.10,4417
ENSG00000187566.4,1188
ENSG00000137364.4,738
ENSG00000172201.9,486
ENSG00000112242.13,1201.5
ENSG00000145996.10,1740
ENSG00000124766.5,1425
ENSG00000172179.10,684
ENSG00000152954.10,588
ENSG00000146038.10,1431
ENSG00000124532.13,1270.5
ENSG00000112293.13,2523
ENSG00000112294.11,1627.5
ENSG00000111802.12,1089
ENSG00000112304.9,388.5
ENSG00000112308.11,646.5
ENSG00000112312.8,630
ENSG00000079689.12,831
ENSG00000146039.9,1413
ENSG00000124568.9,1404
ENSG00000124564.16,1380
ENSG00000112337.9,1374
ENSG00000112343.10,1398
ENSG00000275714.1,411
ENSG00000278705.1,312
ENSG00000278463.1,393
ENSG00000187837.3,642
ENSG00000010704.17,780.6
ENSG00000197061.4,312
ENSG00000180596.7,381
ENSG00000180573.9,393
ENSG00000168298.5,660
ENSG00000158373.8,381
ENSG00000274290.1,381
ENSG00000277157.1,312
ENSG00000197409.7,411
ENSG00000196866.2,393
ENSG00000277224.1,381
ENSG00000276966.1,312
ENSG00000273802.1,381
ENSG00000277075.1,393
ENSG00000274750.1,411
ENSG00000124575.6,666
ENSG00000277775.1,411
ENSG00000275713.1,381
ENSG00000273983.1,411
ENSG00000278588.1,381
ENSG00000158406.3,312
ENSG00000186470.12,940
ENSG00000124508.15,1104
ENSG00000026950.15,1281
ENSG00000111801.14,1681.5
ENSG00000112763.14,1245.75
ENSG00000124557.11,1581
ENSG00000182952.4,273
ENSG00000146109.4,819
ENSG00000181315.9,1209
ENSG00000124635.8,381
ENSG00000196787.3,393
ENSG00000276180.1,312
ENSG00000197903.7,381
ENSG00000274997.1,387
ENSG00000112812.14,1545
ENSG00000096654.14,2256
ENSG00000185130.5,381
ENSG00000196747.4,393
ENSG00000278828.1,411
ENSG00000276368.1,387
ENSG00000273703.1,381
ENSG00000197238.4,312
ENSG00000273542.1,312
ENSG00000233822.4,381
ENSG00000276903.1,393
ENSG00000184357.4,681
ENSG00000275379.1,411
ENSG00000197153.4,411
ENSG00000278677.1,393
ENSG00000274641.1,381
ENSG00000124657.1,942
ENSG00000197279.3,1458
ENSG00000196812.4,1047
ENSG00000198315.9,1737
ENSG00000137185.10,1103
ENSG00000187626.8,1638
ENSG00000137338.5,2430
ENSG00000235109.6,982.5
ENSG00000189298.12,1395
ENSG00000204713.9,1542
ENSG00000204687.4,1137
ENSG00000213886.3,498
ENSG00000204681.9,2707
ENSG00000204655.10,636.9
ENSG00000204632.10,1024.5
ENSG00000066379.13,381
ENSG00000204619.6,381
ENSG00000204618.7,960
ENSG00000204614.7,733.5
ENSG00000204613.9,1317
ENSG00000204610.11,1398
ENSG00000234127.7,1620
ENSG00000241370.4,463
ENSG00000204590.11,1824
ENSG00000204569.8,2823
ENSG00000204568.10,777
ENSG00000137343.16,1008
ENSG00000204564.10,995
ENSG00000204560.8,2404.5
ENSG00000137404.13,700.5
ENSG00000196230.11,1227
ENSG00000137312.13,1284
ENSG00000137331.11,471
ENSG00000204580.10,2624.4
ENSG00000196260.3,237
ENSG00000168631.10,4182
ENSG00000204542.2,978
ENSG00000204538.3,411
ENSG00000204536.12,2491
ENSG00000198563.12,1287
ENSG00000213760.9,276
ENSG00000204498.9,1108
ENSG00000226979.7,618
ENSG00000232810.3,702
ENSG00000227507.2,484.5
ENSG00000204482.9,235.5
ENSG00000204472.11,363
ENSG00000204469.11,6474
ENSG00000204463.11,3223.8
ENSG00000204444.9,459
ENSG00000204438.9,1071
ENSG00000204435.12,648
ENSG00000204427.10,1627.5
ENSG00000204421.2,378
ENSG00000204420.7,656.5
ENSG00000213722.7,858
ENSG00000213719.7,726
ENSG00000204410.13,2494
ENSG00000204396.9,2676
ENSG00000204392.9,288
ENSG00000204386.9,1248
ENSG00000204385.9,2015
ENSG00000204371.10,3667.5
ENSG00000204366.3,1380
ENSG00000166278.13,1649.4
ENSG00000243649.7,2295
ENSG00000204356.10,1143
ENSG00000204351.10,3741
ENSG00000204348.8,1191
ENSG00000231852.5,1443
ENSG00000168477.16,7378.5
ENSG00000213676.9,2107.5
ENSG00000204315.3,1050
ENSG00000204314.9,921
ENSG00000221988.11,918
ENSG00000241404.5,882
ENSG00000204310.9,852
ENSG00000204308.7,543
ENSG00000204305.12,1128.6
ENSG00000204304.10,1293
ENSG00000204287.12,765
ENSG00000198502.5,801
ENSG00000196735.10,768
ENSG00000237541.3,768
ENSG00000241106.5,822
ENSG00000204267.12,2011.5
ENSG00000204264.7,825
ENSG00000168394.10,2247
ENSG00000240065.6,660
ENSG00000242574.7,792
ENSG00000204257.13,786
ENSG00000204256.11,2458.5
ENSG00000204252.11,753
ENSG00000231389.6,783
ENSG00000223865.9,777
ENSG00000204231.9,1608
ENSG00000204228.3,786
ENSG00000223501.7,2172
ENSG00000231500.5,459
ENSG00000227057.6,1833
ENSG00000204220.8,390
ENSG00000237441.8,2334
ENSG00000236104.2,1905
ENSG00000204209.9,2160
ENSG00000112511.16,1539
ENSG00000112514.14,505.5
ENSG00000030110.11,636
ENSG00000096433.9,8016
ENSG00000137288.8,381
ENSG00000161904.10,1059
ENSG00000096395.9,340
ENSG00000124493.12,2460
ENSG00000137309.18,312
ENSG00000186577.10,279
ENSG00000272325.1,519
ENSG00000124614.12,498
ENSG00000124507.9,1335
ENSG00000124664.9,984
ENSG00000196821.8,798
ENSG00000064995.15,550.5
ENSG00000064999.13,3405
ENSG00000124678.16,1411.5
ENSG00000146197.8,2982
ENSG00000065029.13,1630.5
ENSG00000023892.10,1896
ENSG00000112033.12,1163.25
ENSG00000112039.3,1483.5
ENSG00000198755.9,654
ENSG00000112041.11,1549.5
ENSG00000096060.13,1090.5
ENSG00000157343.7,1040
ENSG00000196748.8,382.5
ENSG00000137392.8,284
ENSG00000197753.8,660
ENSG00000112053.12,2755.5
ENSG00000112062.9,1030
ENSG00000156711.15,1098
ENSG00000010030.12,828.75
ENSG00000179165.10,405
ENSG00000112078.12,949
ENSG00000112079.8,1398
ENSG00000112081.15,495
ENSG00000124762.12,495
ENSG00000124772.10,1507
ENSG00000137168.7,501
ENSG00000198663.15,945
ENSG00000137409.17,1201.5
ENSG00000146192.13,1968
ENSG00000137193.12,942
ENSG00000172738.10,628.2
ENSG00000065491.8,1518
ENSG00000112130.15,1402.5
ENSG00000137200.11,2508
ENSG00000156639.10,651
ENSG00000124767.6,555
ENSG00000124721.16,13798.5
ENSG00000112164.5,1392
ENSG00000112167.8,552
ENSG00000164626.8,1500
ENSG00000124780.12,907.5
ENSG00000095981.9,833.4
ENSG00000164627.16,1375
ENSG00000124602.8,1557
ENSG00000124701.5,675
ENSG00000001167.13,1000.5
ENSG00000161911.10,713
ENSG00000095970.15,676.5
ENSG00000112195.8,966
ENSG00000124731.11,612
ENSG00000137166.13,2022.75
ENSG00000112559.12,649.5
ENSG00000112561.16,1360
ENSG00000096088.15,1057.5
ENSG00000137218.9,1479
ENSG00000164663.12,1995
ENSG00000124641.13,505.5
ENSG00000112576.11,639.6
ENSG00000048545.12,606
ENSG00000112599.8,603
ENSG00000048544.5,606
ENSG00000124496.11,3573.75
ENSG00000024048.9,3952
ENSG00000112619.7,1041
ENSG00000124659.6,1041
ENSG00000146223.13,768
ENSG00000171611.8,758.25
ENSG00000137161.15,837
ENSG00000124713.5,888
ENSG00000124587.12,2943
ENSG00000112640.13,1671
ENSG00000124733.3,548
ENSG00000124702.16,1149
ENSG00000044090.7,5145
ENSG00000137171.13,1587.75
ENSG00000112655.14,3082.2
ENSG00000112658.7,1527
ENSG00000112659.12,7554
ENSG00000112667.11,486
ENSG00000137204.13,1644
ENSG00000146215.12,615
ENSG00000171467.14,6840
ENSG00000124574.13,4437
ENSG00000171462.13,1143
ENSG00000137221.13,1659
ENSG00000137207.10,1053
ENSG00000171453.16,982.5
ENSG00000170734.10,1693.5
ENSG00000172432.17,1677
ENSG00000124688.12,873
ENSG00000172426.14,876
ENSG00000096080.10,487.5
ENSG00000112715.19,813.8823529
ENSG00000112759.15,1371
ENSG00000096384.18,2175
ENSG00000146221.9,1506
ENSG00000249481.5,903
ENSG00000096401.7,2409
ENSG00000124813.19,1512
ENSG00000112782.14,869
ENSG00000112796.8,1434
ENSG00000146233.6,1152
ENSG00000146070.15,1326
ENSG00000112818.8,2241
ENSG00000069122.17,4041
ENSG00000153292.14,1695
ENSG00000146072.6,1968
ENSG00000153294.10,2088
ENSG00000146085.7,2253
ENSG00000031691.6,807
ENSG00000112077.14,1230
ENSG00000124490.12,732
ENSG00000096006.10,805
ENSG00000008197.4,1359
ENSG00000008196.11,1383
ENSG00000170927.13,11208
ENSG00000112115.5,468
ENSG00000112118.16,2358
ENSG00000170915.8,1065
ENSG00000096093.13,1894.5
ENSG00000096092.5,300
ENSG00000244067.2,669
ENSG00000243955.4,669
ENSG00000174156.12,594
ENSG00000170899.9,669
ENSG00000112144.14,1909.5
ENSG00000137270.10,1311
ENSG00000012660.12,734.25
ENSG00000001084.9,1857
ENSG00000137269.13,1575
ENSG00000146147.13,2369
ENSG00000137251.14,1431
ENSG00000137252.8,1335
ENSG00000112175.7,1365
ENSG00000151914.16,17008.5
ENSG00000112200.15,2636
ENSG00000112208.11,636
ENSG00000112210.10,714
ENSG00000112232.8,1050
ENSG00000146166.15,1078.5
ENSG00000112245.8,522
ENSG00000118482.10,4165.5
ENSG00000188107.12,5644.5
ENSG00000135298.12,4569
ENSG00000168216.9,1513.5
ENSG00000082293.11,3429
ENSG00000112280.14,1964.25
ENSG00000154079.5,327
ENSG00000112305.13,1353
ENSG00000112309.9,972
ENSG00000185760.14,2724
ENSG00000080007.7,1947
ENSG00000164430.14,1531.5
ENSG00000135297.14,2144
ENSG00000156508.16,1389
ENSG00000119899.12,1488
ENSG00000156535.12,4244
ENSG00000112697.14,1032
ENSG00000118407.13,3588
ENSG00000112706.10,2277
ENSG00000135312.5,1173
ENSG00000146247.13,5466
ENSG00000118418.13,328.5
ENSG00000135338.12,2094
ENSG00000198478.7,324
ENSG00000118402.5,945
ENSG00000112742.8,2572.5
ENSG00000083123.13,1179
ENSG00000146242.7,1263
ENSG00000083097.13,7414.5
ENSG00000013375.14,1575
ENSG00000013392.7,879
ENSG00000146250.6,1242
ENSG00000065615.12,1566
ENSG00000135324.5,618
ENSG00000135318.10,1650
ENSG00000135317.11,2721
ENSG00000135316.16,1664.5
ENSG00000168830.7,1098
ENSG00000135346.7,397.5
ENSG00000164411.9,672
ENSG00000164414.15,925.5
ENSG00000146282.16,1489.5
ENSG00000135336.13,1994
ENSG00000135334.8,612
ENSG00000118434.7,885
ENSG00000118432.12,1369.5
ENSG00000111880.14,1759.5
ENSG00000146278.10,984
ENSG00000146276.10,1336
ENSG00000111886.10,1398
ENSG00000198833.6,957
ENSG00000025039.13,1203
ENSG00000083099.9,267
ENSG00000112159.10,16791
ENSG00000135355.3,1632
ENSG00000112182.13,2526
ENSG00000135341.16,1648.5
ENSG00000135333.12,2171.5
ENSG00000172469.13,1389
ENSG00000172461.9,1080
ENSG00000014123.9,2385
ENSG00000112214.9,855
ENSG00000112218.8,1260
ENSG00000123545.5,528
ENSG00000186231.15,1436.25
ENSG00000146263.10,3732
ENSG00000184486.8,1332
ENSG00000112234.7,1866
ENSG00000132423.9,1110
ENSG00000132424.13,2076
ENSG00000152034.9,1023
ENSG00000112246.8,2301
ENSG00000112249.12,3047
ENSG00000164418.18,2672
ENSG00000085382.10,2730
ENSG00000112276.12,1083
ENSG00000132429.8,876
ENSG00000085377.12,2133
ENSG00000057657.13,2277
ENSG00000057663.11,566
ENSG00000130347.11,1191
ENSG00000130348.10,1587
ENSG00000130349.8,730.5
ENSG00000164494.10,1200
ENSG00000146285.12,945
ENSG00000025796.12,2283
ENSG00000081087.13,1005
ENSG00000112333.10,1213.5
ENSG00000112335.13,435
ENSG00000135537.15,1446
ENSG00000118689.13,2022
ENSG00000118690.11,2356.5
ENSG00000080546.12,1472
ENSG00000183137.13,1091.4
ENSG00000135535.13,537
ENSG00000185250.14,930
ENSG00000135587.7,1272
ENSG00000135596.16,3137
ENSG00000155085.14,3501
ENSG00000112367.9,2724
ENSG00000146360.8,1111.5
ENSG00000112290.11,1680
ENSG00000168438.13,1740
ENSG00000203797.8,937.5
ENSG00000004809.12,1734
ENSG00000155111.13,1419
ENSG00000123505.13,816
ENSG00000155115.6,642
ENSG00000197498.11,921
ENSG00000112394.15,1548
ENSG00000173214.5,1557
ENSG00000009413.14,9276
ENSG00000056972.17,1362
ENSG00000010810.16,1556
ENSG00000112761.17,1065
ENSG00000074935.12,1428
ENSG00000277443.1,999
ENSG00000111816.7,1518
ENSG00000178425.12,1368
ENSG00000123500.8,2043
ENSG00000187189.10,1245
ENSG00000111817.15,1497
ENSG00000178033.5,930
ENSG00000153975.8,1737
ENSG00000196911.8,1637
ENSG00000173612.8,2535
ENSG00000185002.8,2787
ENSG00000170162.12,693
ENSG00000047936.9,7035
ENSG00000047932.12,1377
ENSG00000153989.7,882
ENSG00000111860.12,2112
ENSG00000198523.5,159
ENSG00000111877.16,2304
ENSG00000111885.6,1962
ENSG00000152661.7,1149
ENSG00000025156.11,1584
ENSG00000111897.6,1362
ENSG00000135549.13,247.5
ENSG00000164434.10,450
ENSG00000172594.11,1165.5
ENSG00000146373.15,1228.5
ENSG00000111907.19,498.4285714
ENSG00000135547.7,1014
ENSG00000111912.17,1991
ENSG00000111911.6,549
ENSG00000146374.12,819
ENSG00000118518.14,1078.5
ENSG00000152894.13,4343.25
ENSG00000196569.10,9363
ENSG00000164484.10,1476
ENSG00000079819.15,2563.714286
ENSG00000118507.14,666
ENSG00000118520.12,892
ENSG00000112282.16,4100
ENSG00000154269.13,2628
ENSG00000180658.3,933
ENSG00000197594.10,2778
ENSG00000118523.5,1050
ENSG00000079931.13,1842
ENSG00000079950.12,753
ENSG00000146399.1,1020
ENSG00000112299.7,1542
ENSG00000112303.12,1289
ENSG00000146409.9,1371
ENSG00000112306.7,399
ENSG00000112319.16,1849
ENSG00000118526.6,540
ENSG00000028839.8,561
ENSG00000146411.5,1854
ENSG00000118515.10,1351.8
ENSG00000118514.12,1360
ENSG00000112339.13,1861.5
ENSG00000118513.17,1992
ENSG00000171408.12,1353
ENSG00000146410.10,1158
ENSG00000029363.14,2598
ENSG00000135525.17,2154.375
ENSG00000197442.9,4125
ENSG00000112357.11,915
ENSG00000016402.11,1502
ENSG00000164485.13,627
ENSG00000027697.11,1419
ENSG00000177468.6,819
ENSG00000118503.13,2373
ENSG00000112378.11,582
ENSG00000112379.8,6534
ENSG00000051620.9,484.5
ENSG00000024862.15,555
ENSG00000135597.17,2301.75
ENSG00000112406.4,1632
ENSG00000164442.9,820.5
ENSG00000135577.4,1173
ENSG00000009844.14,812
ENSG00000146416.15,519
ENSG00000034693.13,1122
ENSG00000001036.12,1404
ENSG00000135521.8,1428
ENSG00000118495.17,1314
ENSG00000169976.6,261
ENSG00000135604.9,864
ENSG00000112425.12,801.75
ENSG00000118496.4,2238
ENSG00000152822.12,3011
ENSG00000118508.4,678
ENSG00000164506.13,3402
ENSG00000111961.15,3744
ENSG00000111962.7,1221
ENSG00000055208.16,2082
ENSG00000055211.11,993
ENSG00000186625.12,1206
ENSG00000120253.12,1143
ENSG00000120256.8,1240.5
ENSG00000164520.10,686.25
ENSG00000131015.4,741
ENSG00000111981.4,735
ENSG00000155918.6,741
ENSG00000131019.9,735
ENSG00000198729.4,498
ENSG00000009765.13,832
ENSG00000120254.14,2361.75
ENSG00000131016.15,5146
ENSG00000181472.4,1545
ENSG00000155906.15,1095
ENSG00000146476.9,1147.5
ENSG00000091831.20,1360.5
ENSG00000131018.21,10686
ENSG00000120279.6,708
ENSG00000146469.11,511.5
ENSG00000112029.8,1275
ENSG00000112031.14,889
ENSG00000091844.6,633
ENSG00000074706.12,1315.5
ENSG00000153721.16,1548
ENSG00000213079.8,3960
ENSG00000029639.9,1041
ENSG00000171217.5,660
ENSG00000074771.3,1707
ENSG00000175048.15,1444.5
ENSG00000130340.13,1788
ENSG00000078269.12,4046
ENSG00000122335.12,1965
ENSG00000272047.1,216
ENSG00000146425.9,342
ENSG00000092820.16,1761
ENSG00000130363.10,1257
ENSG00000164691.15,1553
ENSG00000146457.13,720
ENSG00000120437.8,1194
ENSG00000120438.10,1438.5
ENSG00000112110.8,543
ENSG00000146453.11,1579.5
ENSG00000130368.5,978
ENSG00000197081.11,7476
ENSG00000175003.11,1593
ENSG00000112499.11,1668
ENSG00000146477.5,1671
ENSG00000122194.17,1422
ENSG00000026652.12,1137
ENSG00000185345.17,1221
ENSG00000112530.10,832.5
ENSG00000112531.15,985.2
ENSG00000112539.13,1410
ENSG00000164458.8,1251
ENSG00000176381.5,888
ENSG00000198818.8,480
ENSG00000060762.17,265.5
ENSG00000071242.10,2160
ENSG00000026297.14,771
ENSG00000213066.10,1132
ENSG00000112486.13,1125
ENSG00000120436.3,960
ENSG00000112494.8,1311
ENSG00000120440.12,1669.5
ENSG00000125337.15,1155
ENSG00000153303.15,1517
ENSG00000112562.17,1357.5
ENSG00000130024.13,1494
ENSG00000184786.5,597
ENSG00000198719.8,2172
ENSG00000112584.12,2258.25
ENSG00000112592.11,990
ENSG00000071994.9,768
ENSG00000239857.5,984
ENSG00000105963.12,1008
ENSG00000073067.12,1473
ENSG00000146540.13,585
ENSG00000164849.8,1002
ENSG00000164850.13,1128
ENSG00000178381.10,490.5
ENSG00000164877.17,2715
ENSG00000198517.8,471
ENSG00000157778.7,369
ENSG00000122687.16,741
ENSG00000106268.14,505.5
ENSG00000106266.7,1398
ENSG00000106263.16,2445
ENSG00000136213.9,1245
ENSG00000106009.14,2466
ENSG00000146535.12,1011
ENSG00000198286.8,3465
ENSG00000146587.16,2145
ENSG00000157954.13,1288.2
ENSG00000164638.9,1572
ENSG00000075624.12,1128
ENSG00000075618.16,1482
ENSG00000122512.13,2295
ENSG00000106305.8,816
ENSG00000086232.11,1893
ENSG00000008256.14,1200
ENSG00000136238.16,607.5
ENSG00000164535.13,1825.5
ENSG00000136240.8,600
ENSG00000136247.13,1035
ENSG00000146576.11,1204.5
ENSG00000146574.14,1449
ENSG00000106392.9,1092
ENSG00000106399.10,366
ENSG00000189043.8,246
ENSG00000106460.17,825
ENSG00000122644.11,603
ENSG00000171243.7,621
ENSG00000106524.7,1326
ENSG00000136261.13,969
ENSG00000106537.7,615
ENSG00000106541.10,528
ENSG00000173467.7,501
ENSG00000106546.11,2547
ENSG00000122691.11,609
ENSG00000183742.11,2559
ENSG00000105855.8,2310
ENSG00000004846.15,1747.5
ENSG00000164651.15,1500
ENSG00000105866.12,2329.5
ENSG00000164649.18,1285
ENSG00000136244.10,540
ENSG00000196683.9,168
ENSG00000122591.10,1413
ENSG00000122550.16,1293
ENSG00000136243.15,1272
ENSG00000136235.14,1701
ENSG00000156928.4,705
ENSG00000136231.12,1740
ENSG00000164548.9,646
ENSG00000169193.10,423
ENSG00000188732.9,756
ENSG00000196335.11,3014
ENSG00000122585.6,294
ENSG00000105926.14,1623
ENSG00000105928.12,1245
ENSG00000070882.11,2563.5
ENSG00000172115.7,318
ENSG00000153790.10,1773
ENSG00000050344.8,2085
ENSG00000122566.19,1044
ENSG00000122565.17,429
ENSG00000086300.14,480
ENSG00000005020.11,1080
ENSG00000105991.7,711
ENSG00000105996.6,1131
ENSG00000105997.21,1332
ENSG00000197576.12,963
ENSG00000106004.4,813
ENSG00000106006.6,702
ENSG00000122592.7,693
ENSG00000078399.14,819
ENSG00000253293.4,1233
ENSG00000005073.5,942
ENSG00000106031.7,1167
ENSG00000106038.11,1224
ENSG00000106049.7,1011
ENSG00000106052.12,2129
ENSG00000153814.10,732
ENSG00000146592.15,1392.75
ENSG00000106066.12,1431
ENSG00000106069.19,950.625
ENSG00000176532.3,390
ENSG00000136193.15,1197
ENSG00000106080.9,636
ENSG00000106086.17,1390.2
ENSG00000180354.14,396
ENSG00000180233.10,729
ENSG00000106100.9,2862
ENSG00000006625.16,424.5
ENSG00000106113.17,1227.75
ENSG00000241644.2,790.5
ENSG00000240583.9,810
ENSG00000106128.17,1272
ENSG00000078549.13,1432.5
ENSG00000164600.5,1014
ENSG00000180347.12,3135
ENSG00000106341.9,391.5
ENSG00000154678.15,2115
ENSG00000106355.8,232.5
ENSG00000122642.9,1534
ENSG00000164610.7,666
ENSG00000122507.19,2573.25
ENSG00000164619.7,1893
ENSG00000187258.12,1088.4
ENSG00000122557.8,1221
ENSG00000011426.9,3319.5
ENSG00000136250.10,1809
ENSG00000155849.14,1464
ENSG00000187037.7,918
ENSG00000086288.10,1767
ENSG00000106483.10,1041
ENSG00000086289.10,480
ENSG00000010270.12,678
ENSG00000078053.15,2025
ENSG00000006715.14,2527.5
ENSG00000241127.6,651
ENSG00000006451.6,621
ENSG00000065883.13,4449
ENSG00000168303.6,540
ENSG00000122641.9,1281
ENSG00000106571.11,4743
ENSG00000136197.11,1266
ENSG00000106588.9,705
ENSG00000106591.3,567
ENSG00000002746.13,4770
ENSG00000164543.5,1245
ENSG00000106603.16,316.5
ENSG00000106605.9,891
ENSG00000062582.12,504
ENSG00000078967.11,444
ENSG00000136206.3,1071
ENSG00000106624.7,3477
ENSG00000106628.9,1410
ENSG00000106631.7,528
ENSG00000106633.14,1150.5
ENSG00000106636.6,556
ENSG00000058404.18,1565.25
ENSG00000015676.16,1086
ENSG00000015520.13,3418
ENSG00000136271.9,1584
ENSG00000158604.13,594
ENSG00000196262.12,408
ENSG00000105968.17,303
ENSG00000146676.6,939
ENSG00000136280.14,1239
ENSG00000136270.12,1731
ENSG00000122679.7,447
ENSG00000146678.8,780
ENSG00000146674.13,885
ENSG00000136205.15,4555
ENSG00000183696.12,933
ENSG00000188730.4,978
ENSG00000042813.6,1054.5
ENSG00000132436.10,2025
ENSG00000132437.16,1243.5
ENSG00000170419.9,723
ENSG00000132432.12,207
ENSG00000146648.14,2601
ENSG00000132434.8,1353
ENSG00000239789.4,393
ENSG00000146729.8,802.5
ENSG00000146733.12,678
ENSG00000146731.9,1528.5
ENSG00000129103.16,857
ENSG00000164776.8,1212
ENSG00000106153.12,456
ENSG00000196247.10,2458
ENSG00000198039.10,1710
ENSG00000196715.5,532.5
ENSG00000169919.15,1737
ENSG00000126522.15,1349
ENSG00000241258.5,359.25
ENSG00000169902.12,1113
ENSG00000243335.7,868.5
ENSG00000154710.14,1476
ENSG00000106609.15,945
ENSG00000126524.8,753
ENSG00000198874.11,2199
ENSG00000158321.14,2763
ENSG00000185274.10,1797
ENSG00000183166.9,723
ENSG00000196313.10,3235
ENSG00000155428.11,753
ENSG00000130305.15,1320
ENSG00000188763.4,1776
ENSG00000009954.9,4452
ENSG00000106635.6,563
ENSG00000106638.14,1344
ENSG00000009950.14,2527.5
ENSG00000176410.7,681
ENSG00000071462.10,871.5
ENSG00000106077.17,756
ENSG00000165215.6,663
ENSG00000189143.9,630
ENSG00000165171.9,738
ENSG00000049540.15,2094.461538
ENSG00000106683.13,1893
ENSG00000106682.13,717
ENSG00000086730.15,732
ENSG00000049541.9,928
ENSG00000106665.14,3088.5
ENSG00000006704.9,2882.25
ENSG00000263001.4,2513.4
ENSG00000196275.12,2171
ENSG00000274523.3,1279
ENSG00000006606.7,285
ENSG00000127948.12,2034
ENSG00000127952.15,798
ENSG00000146701.10,868
ENSG00000106211.8,618
ENSG00000170027.6,744
ENSG00000146700.8,1728
ENSG00000188372.13,1198.5
ENSG00000091073.18,1798.5
ENSG00000146707.13,456
ENSG00000127951.5,1320
ENSG00000127947.14,2094
ENSG00000135211.5,402
ENSG00000187391.16,4347
ENSG00000127955.14,987
ENSG00000075223.12,2256
ENSG00000019991.14,1344.6
ENSG00000153956.14,2506
ENSG00000075213.9,2316
ENSG00000198822.9,2127
ENSG00000135164.17,2151
ENSG00000135185.10,358.5
ENSG00000005469.10,1342
ENSG00000005471.14,3800
ENSG00000085563.13,3843
ENSG00000105784.14,1339
ENSG00000075303.11,1017
ENSG00000006634.6,2025
ENSG00000075142.12,564
ENSG00000182348.6,4050
ENSG00000164647.7,1020
ENSG00000157214.12,1366
ENSG00000157224.14,735
ENSG00000058091.15,1265.25
ENSG00000157240.3,1944
ENSG00000127989.12,1170
ENSG00000127914.15,9931
ENSG00000001630.14,1372.5
ENSG00000001631.13,2139
ENSG00000157259.6,810
ENSG00000242950.5,1617
ENSG00000127980.14,3766.5
ENSG00000105810.8,981
ENSG00000188175.8,1392
ENSG00000004766.14,2228
ENSG00000004948.12,1449
ENSG00000105825.10,708
ENSG00000127928.11,225
ENSG00000127920.5,222
ENSG00000105829.10,304.5
ENSG00000127995.15,2394
ENSG00000127990.14,1314.75
ENSG00000005421.7,1068
ENSG00000105852.9,1065
ENSG00000105854.11,1047
ENSG00000005981.11,1165.5
ENSG00000004799.7,1236
ENSG00000158560.13,1867.8
ENSG00000004864.12,2029.5
ENSG00000127922.8,236.5
ENSG00000105880.4,870
ENSG00000196636.7,378
ENSG00000006128.10,357
ENSG00000070669.15,1582
ENSG00000164715.5,4512
ENSG00000180535.3,570
ENSG00000164713.8,337.5
ENSG00000106236.3,1296
ENSG00000166448.13,1182
ENSG00000196367.11,11565
ENSG00000241685.7,1113
ENSG00000130429.11,1119
ENSG00000106244.11,546
ENSG00000106245.8,435
ENSG00000160917.13,707
ENSG00000241468.6,217.5
ENSG00000160908.14,1087.5
ENSG00000196652.10,2520
ENSG00000221909.2,1722
ENSG00000197343.9,984
ENSG00000197037.9,1635
ENSG00000106258.12,966
ENSG00000160870.11,1512
ENSG00000160868.13,1512
ENSG00000021461.15,1368
ENSG00000146833.14,1464
ENSG00000160862.11,897
ENSG00000166529.13,1387.5
ENSG00000168090.8,984
ENSG00000166508.16,1896
ENSG00000221838.8,1372.5
ENSG00000106290.13,2061
ENSG00000146826.13,1339.5
ENSG00000197093.9,1461
ENSG00000213420.6,1740
ENSG00000213413.2,951
ENSG00000085514.14,711
ENSG00000146834.12,1366.5
ENSG00000160813.5,762
ENSG00000166925.7,1188
ENSG00000166924.7,2526
ENSG00000106351.11,1446
ENSG00000106336.11,1769
ENSG00000106333.11,1350
